,vs media (NO MAPPING),,vs mejor word embedding,,,,,,,,,,,,,,,,,,,,
Embeddings,,,Media (Diferencia),Media Ponderada (Diferecia),Media,Media Ponderada,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
Normalize: False. Generate words: False,,,,,,,,,,,,,,,,,,,,,,,
W2V+jointcHYB+UKB,0.043,0.035,0.044,0.034,0.698,0.644,0.569280274,0.7271720051,0.7546705187,0.8265398931,0.8335679014,0.8290845183,0.7955860191,0.739044874,0.8509024116,0.7977983655,0.7183167054,0.8972036192,0.3828636145,0.8910649211,0.80278698,0.5626858095,0.4635326781
W2V+jointcHYB+LEXVEC,0.034,0.026,0.030,0.047,0.684,0.620,0.5256913283,0.7270567669,0.7692739344,0.8292370833,0.8366619644,0.8317722309,0.7881936908,0.7318234135,0.8425209846,0.7749677704,0.7275738395,0.8852269169,0.4532779721,0.8683654651,0.6909532224,0.4597374341,0.5221246431
W2V+UKB+LEXVEC,0.045,0.031,0.069,0.064,0.699,0.637,0.5372956712,0.7506978723,0.7817273112,0.8389372867,0.8441727719,0.8407264557,0.7982058604,0.7454676995,0.8515185559,0.7843013908,0.7380513072,0.8866256558,0.458227269,0.8679203777,0.7342412383,0.4815834599,0.5479447522
FT+jointcHYB+UKB,0.035,0.034,0.038,0.037,0.713,0.657,0.5809814729,0.7352376686,0.7711534871,0.8462086461,0.8528560018,0.8485932141,0.8141674404,0.7607598734,0.868299342,0.8115868587,0.7476257131,0.9094425851,0.3999699614,0.9048626297,0.8278313295,0.5692855456,0.4761328021
FT+jointcHYB+LEXVEC,0.023,0.019,0.023,0.019,0.698,0.639,0.5483462665,0.7377295058,0.7934926048,0.8507961679,0.853659922,0.8518550618,0.8062877283,0.7507473146,0.8581326028,0.7833614947,0.752720062,0.8925047305,0.4353088667,0.8652498535,0.7262396302,0.4795845162,0.5421270114
FT+UKB+LEXVEC,0.028,0.018,0.042,0.034,0.717,0.654,0.5561309952,0.7592252504,0.8028139654,0.8575268693,0.8602900503,0.8585164535,0.8175343852,0.7697019613,0.8675756055,0.7967948044,0.7699202403,0.895936012,0.4860648018,0.8814955426,0.7658291251,0.4953861548,0.5693445987
jointcHYB+UKB+LEXVEC,0.041,0.036,0.047,0.036,0.701,0.646,0.5680377559,0.73337355,0.7664407741,0.8383997706,0.8468015993,0.8413404038,0.811978783,0.7571480183,0.864583827,0.8080350233,0.7526683085,0.8881992372,0.3683214096,0.8952932512,0.8216023854,0.5534858561,0.466927887
GLOVE+W2V+FT+jointcHYB,0.034,0.033,0.014,0.004,0.689,0.624,0.5166158038,0.7346437093,0.7798601563,0.8451969088,0.8514556071,0.8474605703,0.8013522343,0.7461583501,0.852451021,0.7880760537,0.7397209216,0.8952584978,0.4460139084,0.8717036204,0.6922909271,0.4474931327,0.543538332
GLOVE+W2V+FT+UKB,0.045,0.041,0.030,0.019,0.705,0.639,0.5298286222,0.7579708285,0.7907739701,0.8532936807,0.8581721215,0.8551622329,0.811530821,0.7624130105,0.8615482944,0.7950105098,0.7524200415,0.9069510813,0.4687714234,0.889729659,0.7182517001,0.4637737487,0.5663937832
GLOVE+W2V+FT+LEXVEC,0.038,0.035,-0.011,-0.021,0.664,0.599,0.4743881203,0.7364936134,0.7657492609,0.8391809498,0.8413135955,0.8400947012,0.7833199894,0.7296704733,0.8365281029,0.7601103758,0.7422545951,0.8496027841,0.450735952,0.8389896985,0.6233813516,0.3783212587,0.5656895456
GLOVE+W2V+jointcHYB+UKB,0.047,0.049,0.052,0.034,0.706,0.644,0.5535200834,0.7446316181,0.7791008546,0.84471394,0.8528306495,0.8476329259,0.8151397526,0.761158816,0.8620962969,0.8133342948,0.7485985297,0.8996514124,0.4462572505,0.8788250184,0.7815013347,0.5204737906,0.4986935409
GLOVE+W2V+jointcHYB+LEXVEC,0.043,0.044,0.024,0.039,0.678,0.612,0.5059063471,0.7326628294,0.7754793554,0.8366690312,0.8433376236,0.839001298,0.7968573364,0.7451579941,0.8449210064,0.7853217058,0.7432844157,0.8739058735,0.4374808459,0.852119776,0.6855203356,0.4285197024,0.5322860665
GLOVE+W2V+UKB+LEXVEC,0.052,0.051,0.062,0.016,0.692,0.626,0.5179745384,0.7505757807,0.7858943911,0.8445184098,0.8494840601,0.8462170946,0.8079398952,0.7620073189,0.854402025,0.7948463211,0.7567260865,0.8801127776,0.4429650932,0.8628018729,0.7165775175,0.4452158629,0.5524634688
GLOVE+FT+jointcHYB+UKB,0.041,0.044,0.043,0.036,0.718,0.656,0.5664463358,0.753252659,0.7936191616,0.8585045239,0.8659681661,0.8611813958,0.8263789071,0.7737716255,0.8736093723,0.8229443552,0.766354496,0.907737872,0.4499797815,0.8908423774,0.802491536,0.5290647853,0.5146375851
GLOVE+FT+jointcHYB+LEXVEC,0.032,0.034,0.014,0.006,0.689,0.626,0.5233599653,0.7446938062,0.7914852909,0.8511796262,0.8553500072,0.8526124052,0.8085617767,0.7562230264,0.8557792043,0.7905589877,0.7590474955,0.8738403076,0.4332193423,0.8470012712,0.7144464909,0.4424881331,0.5460287817
GLOVE+FT+UKB+LEXVEC,0.040,0.039,0.029,0.019,0.704,0.639,0.5322845969,0.7611474957,0.7998906299,0.8574245867,0.8607510066,0.858684492,0.8189189207,0.7717502915,0.8657730787,0.8009129231,0.7718666236,0.8827135578,0.4569260926,0.870590902,0.7386619558,0.456326403,0.5667632361
GLOVE+jointcHYB+UKB+LEXVEC,0.053,0.053,0.053,0.036,0.707,0.646,0.556238395,0.7514126542,0.7890018473,0.8503365281,0.8581715214,0.8531002024,0.8208556335,0.7681331871,0.8660047604,0.8136325149,0.7620589518,0.8827572684,0.4304219136,0.8799377368,0.7989653573,0.5132052741,0.5053003996
W2V+FT+jointcHYB+UKB,0.044,0.035,0.061,0.047,0.715,0.657,0.5705242967,0.7450567814,0.7809532815,0.8462897844,0.8530584298,0.848783806,0.8087331044,0.7573872339,0.8619420816,0.8032584748,0.7422268432,0.9062298565,0.4631886325,0.8970736007,0.784808666,0.5422926893,0.5203241269
W2V+FT+jointcHYB+LEXVEC,0.029,0.021,0.037,0.054,0.691,0.627,0.526409967,0.7359268138,0.7812080839,0.8404422281,0.8463491777,0.8424471341,0.795268599,0.7412660543,0.8494714363,0.776564421,0.7376080268,0.89283256,0.4584565335,0.8761544941,0.6853370509,0.4540577744,0.5508755393
W2V+FT+UKB+LEXVEC,0.043,0.024,0.031,0.021,0.706,0.641,0.5349610704,0.758248771,0.7918464367,0.8478679717,0.8529871626,0.849650877,0.8035854969,0.7533696871,0.8562569133,0.7842377258,0.7496726033,0.8928762706,0.4949015393,0.8765995815,0.722004933,0.4693090585,0.5718558668
W2V+jointcHYB+UKB+LEXVEC,0.051,0.037,0.051,0.037,0.705,0.647,0.5597612002,0.7442257459,0.7774760913,0.8397594799,0.8473746902,0.8424269523,0.8085155346,0.7560565504,0.8590076855,0.7985723976,0.7496943548,0.8944498519,0.4350816134,0.88194063,0.7772611663,0.526414656,0.5117352585
FT+jointcHYB+UKB+LEXVEC,0.034,0.030,0.063,0.049,0.717,0.659,0.5711493954,0.7521320049,0.7917999221,0.854204191,0.85932652,0.8560361346,0.8186360117,0.7669059888,0.8673754842,0.8055654924,0.7597307923,0.9023614691,0.4478520463,0.8921776396,0.7980024287,0.5353155834,0.5250759664
GLOVE+W2V+FT+jointcHYB+UKB,0.043,0.041,0.036,0.029,0.711,0.649,0.5517330435,0.7498985655,0.7904193177,0.8523737265,0.85938789,0.8549529998,0.8159384182,0.7633811211,0.8659488125,0.8093736632,0.753216596,0.9066013966,0.4635445957,0.8852787853,0.7586974354,0.5047836533,0.5361519863
GLOVE+W2V+FT+jointcHYB+LEXVEC,0.039,0.034,0.009,-0.001,0.684,0.619,0.5093407517,0.7384930228,0.782404057,0.8438290791,0.8493778075,0.8458111454,0.7994875446,0.7476168902,0.8489313238,0.7832475679,0.7459148459,0.8790855787,0.4455071133,0.859908805,0.6844206274,0.4299808474,0.5512198951
GLOVE+W2V+FT+UKB+LEXVEC,0.045,0.038,0.021,0.010,0.696,0.630,0.518116198,0.7561798126,0.7913818015,0.8501814177,0.8546209434,0.8517767801,0.8083897669,0.7610170864,0.8559004248,0.7876605559,0.7587722266,0.8851176404,0.46414189,0.8690330962,0.7068552217,0.4420223114,0.5677520991
GLOVE+W2V+jointcHYB+UKB+LEXVEC,0.057,0.051,0.050,0.030,0.704,0.640,0.5426711501,0.7513771181,0.7874312441,0.8458507412,0.8533399876,0.8484619982,0.8147063862,0.7636169622,0.8608188197,0.8045636068,0.7563908135,0.8960452885,0.4501105025,0.8841660668,0.7560767378,0.490503718,0.5277955189
GLOVE+FT+jointcHYB+UKB+LEXVEC,0.039,0.041,0.037,0.029,0.712,0.649,0.554130558,0.7573426023,0.7988775601,0.8570939622,0.8628112685,0.8591339576,0.8219239766,0.770454478,0.8668927542,0.8114142931,0.7668615307,0.8981652522,0.449728395,0.8772672126,0.7802019282,0.4988491655,0.5386051394
W2V+FT+jointcHYB+UKB+LEXVEC,0.044,0.032,0.037,0.031,0.712,0.651,0.5569721212,0.7523183153,0.7899807087,0.8484613705,0.8549360102,0.850670306,0.811824097,0.760616644,0.8626579279,0.7981083134,0.7538368885,0.9020992056,0.4693445845,0.88616896,0.7630962682,0.5098926934,0.5429058361
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC,0.047,0.041,0.031,0.022,0.706,0.642,0.5410906469,0.7523475056,0.7931410159,0.8509658011,0.8573592224,0.8532480346,0.814799416,0.7655055653,0.861772086,0.8005141793,0.7584842069,0.9005256242,0.460023174,0.8761544941,0.7481900246,0.4806967239,0.5481206163
Normalize: False. Generate words: True,,,,,,,,,,,,,,,,,,,,,,,
GLOVE+W2V,0.039,0.047,0.015,0.006,0.644,0.577,0.4472176721,0.704378434,0.7370694463,0.8256678978,0.8263634938,0.8260674016,0.7635422749,0.7098287043,0.8189604597,0.753661784,0.701246286,0.8458218179,0.4301041611,0.8409925916,0.5905788617,0.355596124,0.538346874
GLOVE+FT,0.042,0.043,-0.006,-0.015,0.669,0.605,0.478973441,0.7408015956,0.7702116226,0.8507367727,0.8519469933,0.8512964079,0.7972300015,0.7425686168,0.8463103795,0.7766632692,0.7523277852,0.8513730631,0.4349026262,0.8443307469,0.6369909244,0.383068805,0.5662487829
GLOVE+jointcHYB,0.046,0.049,0.034,0.017,0.688,0.623,0.5312134273,0.7254101795,0.77539443,0.8397473637,0.8498321316,0.8431569163,0.8025850848,0.7376230787,0.8537543204,0.8095646581,0.7320651472,0.8819486225,0.4136091861,0.867697834,0.7697109309,0.4837147798,0.4718681779
GLOVE+UKB,0.059,0.064,0.080,0.035,0.710,0.645,0.54190096,0.7529018676,0.7847910544,0.8530397553,0.8592893259,0.8553301501,0.821512981,0.7686071189,0.8654208938,0.8282737837,0.7547294497,0.8883522242,0.4249477217,0.897518688,0.8065019147,0.4963239491,0.5369870258
GLOVE+LEXVEC,0.045,0.055,0.011,0.005,0.641,0.578,0.4618468306,0.7294067138,0.7539979753,0.8298223811,0.8306923396,0.8302238106,0.775555678,0.7291957917,0.8247905187,0.7552249266,0.7369697331,0.776474963,0.399390767,0.8093913881,0.6284230486,0.3487813103,0.5365747716
W2V+FT,0.019,0.013,-0.010,-0.016,0.665,0.604,0.481772468,0.728795494,0.7470214702,0.8286461932,0.8316022003,0.8297022334,0.7532244162,0.6978713004,0.8174491489,0.7262087767,0.7021583485,0.8505644171,0.4841964975,0.8681429214,0.5912244616,0.4007799823,0.5799383092
W2V+jointcHYB,0.022,0.023,0.028,0.017,0.682,0.623,0.5429815179,0.6983761447,0.7439770109,0.8159193739,0.8223294942,0.8182246197,0.7773720794,0.7168210728,0.8382409696,0.7724379254,0.701858328,0.8894231338,0.4502492678,0.8672527467,0.7268715521,0.5123263748,0.4714619017
W2V+UKB,0.041,0.030,0.072,0.039,0.702,0.649,0.5550249866,0.7512306478,0.7603496037,0.8303448965,0.8356594215,0.8324235558,0.7796360337,0.7228847001,0.8404953834,0.7782448412,0.7052268087,0.88656009,0.4440972584,0.8859464163,0.761184089,0.5301092463,0.5404009999
W2V+LEXVEC,0.022,0.021,0.012,0.008,0.642,0.581,0.4671850436,0.718192558,0.7383096953,0.815003597,0.8166262002,0.8156609446,0.742519024,0.6899231944,0.8094148858,0.725950766,0.6962944468,0.8139349407,0.4594882236,0.822298922,0.5710932362,0.3661763085,0.5490087628
FT+jointcHYB,0.030,0.028,0.032,0.032,0.707,0.652,0.5730299332,0.717857504,0.7802649758,0.8479102926,0.8516199887,0.8493491305,0.809869924,0.7518290339,0.8615733992,0.7994871627,0.746661147,0.9122182077,0.4205635416,0.8888394843,0.7750617499,0.5383444936,0.5078375312
FT+UKB,0.024,0.027,0.056,0.055,0.731,0.675,0.5785496369,0.7565803544,0.7918997458,0.8583456647,0.8635182211,0.8602268003,0.8190303656,0.7719598863,0.8670964619,0.8044446538,0.7666815184,0.9045251434,0.5014114434,0.8926227269,0.8041438339,0.5469279607,0.5842801741
FT+LEXVEC,0.011,0.005,-0.004,-0.011,0.671,0.609,0.4954381758,0.7429731009,0.7765104132,0.8425810962,0.8417880502,0.8422614096,0.780664955,0.7253608437,0.8398720663,0.7449782165,0.7479384845,0.8335391414,0.4689302996,0.8454434654,0.6206266099,0.3932683891,0.5795706669
jointcHYB+UKB,0.036,0.034,0.009,0.005,0.663,0.615,0.5514477413,0.6634234132,0.7027816474,0.7855893645,0.7969265515,0.7894151958,0.7696747441,0.6988547839,0.8380207644,0.7844873596,0.689961013,0.8788014598,0.2548897982,0.900411756,0.8294453291,0.571819056,0.3790026242
jointcHYB+LEXVEC,0.030,0.024,0.036,0.027,0.690,0.633,0.5552697386,0.7203376651,0.7741045899,0.8351458908,0.8431501104,0.8377690078,0.798603488,0.7365117386,0.8523663819,0.7887344835,0.7428981392,0.8711958167,0.4074371453,0.871258533,0.7581940864,0.5047579796,0.4904172968
UKB+LEXVEC,0.027,0.022,0.074,0.039,0.704,0.649,0.5543087793,0.7511537488,0.7841678927,0.8433730186,0.8469956306,0.8446835327,0.8113103866,0.7602758181,0.8630101128,0.7989309319,0.7614911629,0.8765940749,0.4163905261,0.8567931934,0.7885126583,0.5110968872,0.5488193692
GLOVE+W2V+FT,0.035,0.035,-0.011,-0.021,0.664,0.599,0.4700907559,0.7266937917,0.7596246415,0.8402841116,0.8425757951,0.8411944164,0.7822291391,0.7277286278,0.8327100168,0.7638096459,0.7329622086,0.8626722512,0.4500863693,0.848559077,0.6144195505,0.3821578808,0.5663769767
GLOVE+W2V+jointcHYB,0.038,0.042,0.027,0.011,0.681,0.617,0.5137529484,0.7206701808,0.7689506234,0.8351793606,0.8424789535,0.8377525383,0.7969820128,0.7425641175,0.8455106113,0.7931742778,0.7295284734,0.8919146375,0.4321031864,0.8596862613,0.7050169035,0.4554061676,0.5129616563
GLOVE+W2V+UKB,0.046,0.048,0.068,0.023,0.698,0.633,0.5238471341,0.7503937854,0.7802104622,0.8456345123,0.8507928529,0.8475321607,0.8085740403,0.7611554415,0.8548761477,0.8021543901,0.7453012083,0.8970069215,0.4413542087,0.8799377368,0.7325561134,0.4646958084,0.5534476447
GLOVE+W2V+LEXVEC,0.044,0.050,0.019,0.010,0.649,0.583,0.4611330065,0.7242232761,0.7536415295,0.8285732474,0.8310889729,0.8295962462,0.7729994026,0.7233665057,0.827110205,0.7569606349,0.7253581877,0.827681922,0.4306371005,0.8202960288,0.6135824592,0.3594038458,0.5460660071
GLOVE+FT+jointcHYB,0.038,0.038,0.022,0.016,0.697,0.636,0.5363272253,0.7377061536,0.790678079,0.8541303697,0.8600308377,0.8562417413,0.8145687511,0.758852148,0.8632389254,0.8055990003,0.756441817,0.8982308181,0.4281574242,0.8623567856,0.7399285352,0.4732075451,0.5343964975
GLOVE+FT+UKB,0.047,0.045,0.040,0.031,0.715,0.651,0.5436945296,0.7661012183,0.8005355238,0.8628012048,0.8675142283,0.8646082724,0.8273055228,0.7800167266,0.8723376333,0.8166834075,0.7751398478,0.8942312989,0.4648678942,0.8843886105,0.7682638025,0.4793541348,0.5740769928
GLOVE+FT+LEXVEC,0.035,0.035,-0.009,-0.019,0.666,0.601,0.4801542491,0.742474835,0.7723318257,0.8451186027,0.8453598751,0.8453792624,0.7925205347,0.7410050919,0.8417664051,0.7645434685,0.756807092,0.8252778394,0.4349247482,0.8523423197,0.6394529576,0.3769531248,0.5643655636
GLOVE+jointcHYB+UKB,0.053,0.057,0.056,0.040,0.710,0.650,0.5591768023,0.74395288,0.7731404435,0.8442984786,0.8549853462,0.8480122246,0.8180186316,0.7586166819,0.8671818183,0.8237787014,0.7490980639,0.8939690354,0.4207143735,0.8941805327,0.8267015298,0.5422599199,0.4905916094
GLOVE+jointcHYB+LEXVEC,0.045,0.048,0.029,0.047,0.683,0.620,0.5222565626,0.7361618592,0.7840835695,0.8425500782,0.8495240091,0.8449472154,0.8030480516,0.7490585577,0.8501119681,0.7948530227,0.7468306586,0.8557878329,0.4141461476,0.8510070575,0.7337378893,0.4480668594,0.5191214674
GLOVE+UKB+LEXVEC,0.046,0.053,0.065,0.022,0.695,0.632,0.526694553,0.7597656518,0.7918788385,0.8498741139,0.8541325761,0.8513796874,0.8163034445,0.7700787821,0.860495326,0.8037811977,0.7658054584,0.8538208563,0.4189969011,0.8567931934,0.7609597705,0.4540606957,0.551859352
W2V+FT+jointcHYB,0.031,0.026,0.021,0.017,0.696,0.637,0.5427140956,0.7221921382,0.7729962916,0.8381858134,0.8451330791,0.8405452615,0.7928679645,0.7397040291,0.8455091767,0.7766448399,0.7286771651,0.9012905596,0.4630800335,0.878379931,0.7117820238,0.4911206639,0.5374595027
W2V+FT+UKB,0.042,0.029,0.040,0.033,0.715,0.653,0.5504685712,0.7579215857,0.7861811371,0.8484554287,0.8541987657,0.8504411081,0.7991069679,0.7516543091,0.852979657,0.7862967852,0.7372645033,0.8973128957,0.5103869462,0.8946256201,0.7376798781,0.5010727965,0.578819548
W2V+FT+LEXVEC,0.023,0.015,-0.009,-0.018,0.666,0.602,0.4821107298,0.7375975148,0.7633638737,0.8329800417,0.8358568679,0.8340121117,0.7678738931,0.7161431704,0.8261411585,0.7390004104,0.725172175,0.8525969597,0.4769505338,0.8494492517,0.6062346577,0.3888070588,0.5717706959
W2V+jointcHYB+UKB,0.048,0.040,0.049,0.040,0.703,0.650,0.5694910776,0.7362387693,0.7533469284,0.8277541432,0.8359818586,0.830735496,0.7961080504,0.7400216084,0.8517315883,0.7965233906,0.7208736305,0.8979466993,0.4040585111,0.8863915037,0.8004945535,0.5621285485,0.4911153263
W2V+jointcHYB+LEXVEC,0.036,0.028,0.031,0.049,0.685,0.622,0.5296559014,0.7229442329,0.769259874,0.8292012338,0.8371769324,0.8319183283,0.7913509773,0.7366587175,0.8439390489,0.7765325885,0.7294099653,0.8863633923,0.4504825544,0.8683654651,0.70262326,0.4668360953,0.5188875367
W2V+UKB+LEXVEC,0.045,0.030,0.068,0.063,0.698,0.636,0.53410254,0.7552416614,0.7810563781,0.838362684,0.8436904727,0.8402018707,0.7960612626,0.743581721,0.8504541111,0.7815235874,0.7377085337,0.8851832063,0.4636994498,0.8674752903,0.7263627319,0.4755006876,0.5557847576
FT+jointcHYB+UKB,0.041,0.042,0.044,0.045,0.719,0.665,0.5814056798,0.7391557698,0.7698788071,0.845207661,0.8519094751,0.8476409063,0.8151457545,0.762624855,0.8683208604,0.8088827727,0.7518717539,0.9082405438,0.4326119926,0.8990764938,0.8266495536,0.5694080392,0.5203978354
FT+jointcHYB+LEXVEC,0.026,0.022,0.025,0.022,0.700,0.642,0.551455583,0.7369918794,0.7926381925,0.850335615,0.8534748362,0.8515303691,0.8071449126,0.7515639471,0.8584094733,0.7861476751,0.7527583147,0.8958923014,0.4334606734,0.8732614262,0.7335682826,0.4860249979,0.5429718995
FT+UKB+LEXVEC,0.027,0.020,0.041,0.035,0.716,0.655,0.5531695686,0.767160192,0.8028217026,0.8573606766,0.8598650577,0.8583012602,0.8179944875,0.7712126189,0.8665319619,0.7938729172,0.7740822754,0.8916305187,0.4828852657,0.8692556398,0.760412652,0.4906174065,0.5850405423
jointcHYB+UKB+LEXVEC,0.042,0.038,0.048,0.038,0.702,0.648,0.5683585892,0.7338322186,0.7657898057,0.8377372289,0.846616649,0.8408250215,0.8111883019,0.7558844502,0.8633594286,0.8062289485,0.750997194,0.891433821,0.3691781347,0.8926227269,0.8209786703,0.5537882145,0.4776826702
GLOVE+W2V+FT+jointcHYB,0.035,0.035,0.015,0.006,0.690,0.626,0.5179516454,0.7329024438,0.7799420968,0.8448876244,0.8511995036,0.8471643852,0.8030090391,0.7497713301,0.8516612948,0.7919914496,0.7404439711,0.8954770508,0.4482562758,0.8717036204,0.6953848822,0.4512699299,0.5437463739
GLOVE+W2V+FT+UKB,0.044,0.039,0.029,0.017,0.704,0.637,0.5247080117,0.7575314509,0.7890167849,0.8526218684,0.8574072981,0.8544482285,0.8114128286,0.7646994314,0.8588541874,0.7941108231,0.7542546672,0.9026892985,0.475774045,0.88616896,0.7132920708,0.4566387681,0.5714471105
GLOVE+W2V+FT+LEXVEC,0.037,0.035,-0.011,-0.022,0.664,0.598,0.4738503811,0.7357425341,0.7656808964,0.8390733361,0.8411565423,0.8399748899,0.7848218353,0.7330956053,0.8350232476,0.7621727859,0.7416583043,0.8457999626,0.4510919153,0.8385446111,0.6242758903,0.377569401,0.5638109501
GLOVE+W2V+jointcHYB+UKB,0.050,0.052,0.055,0.037,0.709,0.647,0.5508261513,0.7480862279,0.7788764248,0.8444710534,0.8531556375,0.8475618621,0.8143739612,0.7619908212,0.8590514396,0.8129724096,0.7481665001,0.902798575,0.4531371956,0.88194063,0.7799092198,0.5170067301,0.5222893542
GLOVE+W2V+jointcHYB+LEXVEC,0.045,0.046,0.025,0.041,0.679,0.614,0.5078907821,0.7313472348,0.7762634919,0.8368037587,0.8438293725,0.8393005858,0.7986351346,0.7487675996,0.8443034276,0.7889774157,0.7430676508,0.8771623126,0.4371228715,0.8512296012,0.6903240361,0.4330924461,0.5305527512
GLOVE+W2V+UKB+LEXVEC,0.051,0.048,0.060,0.014,0.690,0.624,0.5129106308,0.7520022984,0.7842667345,0.8436835664,0.8488543227,0.8454745804,0.806509936,0.7621970416,0.8510279358,0.7934875765,0.7546229424,0.8751297701,0.4456378343,0.8661400282,0.7117026916,0.4379029266,0.5551381577
GLOVE+FT+jointcHYB+UKB,0.042,0.047,0.044,0.039,0.719,0.659,0.5639184743,0.7570552681,0.7930480522,0.8576706715,0.8653562485,0.8604535468,0.8266271686,0.7738166191,0.8732708157,0.8228337792,0.7673108115,0.907147779,0.4539174992,0.8832758921,0.7997367944,0.5261785889,0.5372520792
GLOVE+FT+jointcHYB+LEXVEC,0.033,0.035,0.015,0.008,0.690,0.628,0.5250215389,0.7436594539,0.7910894392,0.8509069513,0.8554539251,0.8524293934,0.8086313445,0.756163785,0.8559090321,0.7922913452,0.7575683942,0.8748456512,0.4305244793,0.8523423197,0.7203362216,0.4463764934,0.5459439073
GLOVE+FT+UKB+LEXVEC,0.038,0.037,0.027,0.017,0.702,0.637,0.5279756716,0.7643586837,0.7985224626,0.8567061398,0.8599521161,0.8579265175,0.8177601395,0.7703348702,0.865286045,0.7986193086,0.7713580888,0.8775557079,0.4543458618,0.8636920477,0.7362081294,0.4495487072,0.5704642216
GLOVE+jointcHYB+UKB+LEXVEC,0.055,0.055,0.055,0.038,0.709,0.648,0.5538507443,0.7555081816,0.7887008445,0.8498015335,0.8574807501,0.8524867547,0.8200762014,0.7668917408,0.8644116796,0.8121698959,0.762295968,0.8827135578,0.4379232861,0.8799377368,0.7983607913,0.5102867891,0.5246455451
W2V+FT+jointcHYB+UKB,0.046,0.038,0.063,0.050,0.717,0.660,0.5705556874,0.7487332375,0.7798364342,0.8458646969,0.853408476,0.8486245056,0.8084961647,0.7595424237,0.8604895878,0.8015730283,0.7431801585,0.905967593,0.469376762,0.8939579891,0.7828718665,0.5422509737,0.5390882466
W2V+FT+jointcHYB+LEXVEC,0.031,0.023,0.038,0.056,0.692,0.629,0.5294951147,0.7327278096,0.7811251746,0.8401624493,0.8465137274,0.8423346391,0.7968937572,0.7454422032,0.8487462653,0.7785715431,0.7386836005,0.8945372731,0.4632107545,0.8752643194,0.6922252729,0.4596674909,0.5478626774
W2V+FT+UKB+LEXVEC,0.042,0.023,0.030,0.020,0.705,0.640,0.532163566,0.7620356427,0.7912008882,0.8472306,0.8522445764,0.8490304141,0.802739498,0.7557355966,0.8540247353,0.7814951057,0.7504631574,0.8918709269,0.4931398228,0.8754868631,0.7139568198,0.4646729812,0.5753944941
W2V+jointcHYB+UKB+LEXVEC,0.054,0.040,0.054,0.039,0.708,0.649,0.5597536715,0.7497419531,0.776613536,0.8392477385,0.8474603801,0.8421417324,0.8088356828,0.7571675155,0.8583535253,0.7981971093,0.7494265864,0.8938597589,0.4492758993,0.8810504552,0.7752395634,0.5264223887,0.5256987792
FT+jointcHYB+UKB+LEXVEC,0.036,0.034,0.066,0.053,0.720,0.663,0.571056072,0.755581792,0.7905397346,0.8536641061,0.8590050792,0.8555408058,0.8192498451,0.7678789737,0.8675598254,0.8044010935,0.7624909814,0.9018587973,0.4490808234,0.8939579891,0.7985632252,0.5359303243,0.547251022
GLOVE+W2V+FT+jointcHYB+UKB,0.044,0.043,0.037,0.030,0.712,0.650,0.5496200609,0.7528414564,0.7893445732,0.8517797823,0.8590214045,0.8544394784,0.8160178073,0.7653949563,0.8635810684,0.8079395258,0.7530950877,0.9041317481,0.4748489428,0.8821631737,0.7577755408,0.5026848095,0.5478664834
GLOVE+W2V+FT+jointcHYB+LEXVEC,0.040,0.035,0.010,0.000,0.685,0.620,0.5109828506,0.736897455,0.7825505654,0.8437699945,0.849667558,0.8458452646,0.8010762821,0.7506385803,0.8489413657,0.7854339572,0.7462178666,0.8801783435,0.4497384505,0.8612440671,0.6880781146,0.4336218505,0.548412321
GLOVE+W2V+FT+UKB+LEXVEC,0.044,0.036,0.020,0.008,0.695,0.628,0.514448664,0.7577502513,0.7894577242,0.8493941377,0.8538321181,0.8510475398,0.8072589492,0.7611790631,0.8536438591,0.7870892466,0.7591067495,0.8834129273,0.4669192078,0.8694781835,0.7040430325,0.4365825778,0.5680674658
GLOVE+W2V+jointcHYB+UKB+LEXVEC,0.058,0.052,0.051,0.030,0.705,0.640,0.5409152842,0.7530315742,0.7868100068,0.8454231449,0.8532993664,0.848122441,0.8150438582,0.7653889571,0.8592637548,0.8042888421,0.7573426287,0.8942094436,0.455488162,0.88616896,0.7549715584,0.4885235585,0.5365302475
GLOVE+FT+jointcHYB+UKB+LEXVEC,0.039,0.042,0.038,0.030,0.713,0.650,0.5524803647,0.7602007144,0.7981496784,0.8564686624,0.8622633738,0.8585531707,0.8211746905,0.7694503725,0.8659043411,0.8103286378,0.7660934781,0.8966135262,0.4505328317,0.8772672126,0.7796712233,0.4971887728,0.5487303507
W2V+FT+jointcHYB+UKB+LEXVEC,0.045,0.033,0.038,0.032,0.713,0.652,0.5568833295,0.7537283342,0.7892841553,0.8480270672,0.854454257,0.8502251533,0.8117535743,0.7625573647,0.8612542092,0.7967814013,0.7533141027,0.9028422856,0.4744004693,0.8843886105,0.7620758922,0.5102717994,0.5509339364
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC,0.047,0.041,0.031,0.022,0.706,0.642,0.5397956265,0.7547855311,0.7922335824,0.8504532007,0.8569067949,0.8528019785,0.8144094272,0.7663653166,0.8600377008,0.7998406709,0.7586949713,0.9003726372,0.4645038865,0.871258533,0.7467073334,0.4794763018,0.5526778854
