,vs media (NO MAPPING),,vs mejor word embedding,,,,,,,,,,,,,,,,,,,,
Embeddings,Media (Diferencia),Media Ponderada (Diferecia),Media (Diferencia),Media Ponderada (Diferecia),Media,Media Ponderada,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
Normalize: False. Generate words: False,,,,,,,,,,,,,,,,,,,,,,,
jointcHYB + UKB,,,,,0.656,0.608,0.5542288343,0.6501009556,0.6950462989,0.776867929,0.7850355875,0.7798620194,0.7572634405,0.6798723911,0.8269782253,0.771985569,0.6816339426,0.8645080961,0.2679297175,0.9075331539,0.8137484993,0.5695137192,0.3610841443
jointcHYB + LEXVEC,,,,,0.688,0.630,0.5531452673,0.7064116026,0.7735580666,0.8326034959,0.8407650886,0.8351949709,0.7916928144,0.7267488939,0.8523965077,0.784076888,0.7366794632,0.8731190828,0.4132954558,0.8806053679,0.7547390331,0.5094821946,0.4772389248
UKB + LEXVEC,,,,,0.703,0.647,0.5540387331,0.7579111787,0.785147592,0.8416434841,0.8447829489,0.8428764765,0.8002351938,0.7456536728,0.8569003143,0.784939716,0.7534303607,0.8580607837,0.4579075054,0.8710359893,0.7584266118,0.5078609546,0.5440979032
GLOVE + W2V + FT,,,,,0.668,0.602,0.4738459878,0.7390270786,0.7595070131,0.8411657391,0.842330153,0.8415798295,0.779315749,0.7279937147,0.8369620578,0.7528140346,0.7329179556,0.8511545101,0.4768600346,0.8565706497,0.6155137875,0.387014336,0.5700112272
GLOVE + W2V + jointcHYB,,,,,0.688,0.622,0.5162965894,0.7215920869,0.7744746904,0.8410867817,0.8452777983,0.8426234085,0.792532675,0.7360411814,0.84771625,0.7871562623,0.7277155992,0.88730317,0.4614228939,0.8750417757,0.7217915568,0.4680521009,0.5026101076
GLOVE + W2V + UKB,,,,,0.701,0.632,0.5151377114,0.7537798614,0.7801175901,0.8464880904,0.8486166392,0.8473232337,0.7955119498,0.7441977573,0.8488968943,0.7894381491,0.7314568555,0.8855984569,0.5013068667,0.8872816785,0.7291065312,0.4638356682,0.5485927788
GLOVE + W2V + LEXVEC,,,,,0.650,0.585,0.4658744378,0.7292041584,0.7477463409,0.8273591836,0.8271486879,0.8272190252,0.7627097803,0.7075006644,0.8303831576,0.7444739229,0.7139716577,0.817868894,0.463178577,0.8303104947,0.5889375062,0.3638017221,0.5483676201
GLOVE + FT + jointcHYB,,,,,0.702,0.639,0.534981833,0.731179454,0.7959445237,0.8573580193,0.8654288362,0.8599712194,0.8150149398,0.762332772,0.8622992874,0.7986142824,0.7640870907,0.8972691851,0.44909289,0.8788250184,0.7562983208,0.4833666007,0.5217128571
GLOVE + FT + UKB,,,,,0.714,0.650,0.5333311703,0.7635931361,0.8022012377,0.8638065614,0.8697037243,0.8658478339,0.8232176647,0.7800182264,0.8648183779,0.8054465394,0.7750820939,0.8996295571,0.4849365793,0.8743741446,0.7607245095,0.4794077054,0.570004289
GLOVE + FT + LEXVEC,,,,,0.665,0.601,0.481163179,0.7382975746,0.7716196016,0.8437380657,0.8457044715,0.8443661151,0.7873640607,0.7360584289,0.8429341384,0.7578251382,0.7529075749,0.8305231105,0.4622373861,0.8358740869,0.6183588037,0.3766852662,0.5698565598
GLOVE + jointcHYB + UKB,,,,,0.705,0.643,0.5522482509,0.7276136672,0.7742031699,0.844655448,0.8531764703,0.8475227853,0.8095962907,0.7499850493,0.8603418279,0.8137497925,0.7449517799,0.8971599086,0.4167002342,0.896851057,0.8205874805,0.5338436895,0.4751714248
GLOVE + jointcHYB + LEXVEC,,,,,0.686,0.621,0.5221701661,0.7244136477,0.7865301863,0.843710603,0.8499525729,0.8456128258,0.7992282341,0.7423372751,0.8544551038,0.7885753211,0.7482610066,0.8673929952,0.4396347252,0.863469504,0.7319761677,0.4557642943,0.5099948075
GLOVE + UKB + LEXVEC,,,,,0.696,0.630,0.5199881313,0.7599765836,0.7924338451,0.8480747822,0.8518163127,0.8492929311,0.8084306891,0.7585428175,0.858230153,0.7979072661,0.7581286825,0.863765016,0.457899461,0.8610215234,0.7396823319,0.450515148,0.5510470172
W2V + FT + jointcHYB,,,,,0.699,0.641,0.5404431849,0.7237133341,0.7784544814,0.8430157491,0.848474987,0.8449649368,0.7892991366,0.7355125075,0.8489098053,0.7661820039,0.7332262267,0.8978811334,0.4792089899,0.878379931,0.7200954894,0.505540832,0.5270870904
W2V + FT + UKB,,,,,0.711,0.651,0.5412181353,0.7583523332,0.782567506,0.8480684504,0.8518314437,0.8494402802,0.7871949155,0.7392574684,0.8428760386,0.7658603282,0.7306137977,0.8901662138,0.5296411392,0.8888394843,0.7227243938,0.5027867379,0.5735387329
W2V + FT + LEXVEC,,,,,0.664,0.605,0.4879472528,0.7401370718,0.7599509635,0.8330619444,0.8329990659,0.8328718979,0.7608048504,0.7050350193,0.8294413678,0.7294406118,0.7225852478,0.832402666,0.4914102839,0.8367642616,0.5902861533,0.3943979713,0.5810702596
W2V + jointcHYB + UKB,,,,,0.697,0.642,0.5605001802,0.7227030955,0.7501142115,0.8251052139,0.8319824303,0.8275844738,0.77901879,0.7145031565,0.8439921277,0.7799839003,0.6987403644,0.8898165291,0.4258828794,0.889729659,0.7915601084,0.557189226,0.4681408807
W2V + jointcHYB + LEXVEC,,,,,0.688,0.626,0.5314654191,0.7194182972,0.7712040339,0.8334197796,0.8384581882,0.8351090801,0.7788806093,0.7158814581,0.8451763584,0.7675424239,0.7201903337,0.8809651341,0.4711666337,0.878379931,0.7103950784,0.4795803232,0.5131257521
W2V + UKB + LEXVEC,,,,,0.698,0.634,0.5321538226,0.7567793562,0.7768455328,0.8374488232,0.839733028,0.8382582212,0.7789654547,0.7187325477,0.8450938711,0.7682946758,0.7229850252,0.8766377855,0.5018880722,0.8848336979,0.7061084049,0.475391283,0.5543318173
FT + jointcHYB + UKB,,,,,0.712,0.660,0.5783078339,0.72689787,0.7692462587,0.8421915281,0.8497340957,0.8449769309,0.8115189536,0.7592387174,0.8581440793,0.7982993083,0.7566120786,0.8959797226,0.4267235158,0.8995215812,0.8124354148,0.5714809325,0.500219063
FT + jointcHYB + LEXVEC,,,,,0.703,0.645,0.5503478652,0.7280126861,0.7959273082,0.8515044996,0.8576293525,0.8535100054,0.8063668446,0.7515774451,0.8623631254,0.7800542668,0.7634255454,0.891805361,0.4649000716,0.8774897562,0.7351932245,0.4966834141,0.5362459367
FT + UKB + LEXVEC,,,,,0.715,0.656,0.55059887,0.7671599382,0.8029870892,0.8570042812,0.8597179497,0.8579768308,0.812734071,0.7660424881,0.8611918058,0.7836111285,0.7759131508,0.8859044311,0.5041364728,0.8739290573,0.7342111468,0.493574544,0.5850088595
jointcHYB + UKB + LEXVEC,,,,,0.697,0.642,0.5700028064,0.7177973466,0.7695735495,0.8352743052,0.8442982609,0.8383647939,0.8015283363,0.7417351118,0.8579045075,0.7932077857,0.746836659,0.8779709586,0.3943871706,0.8948481638,0.7943312636,0.549288435,0.4589994789
GLOVE + W2V + FT + jointcHYB,,,,,0.696,0.632,0.5207569854,0.7330646404,0.7864485992,0.850926292,0.8555689286,0.852565378,0.8017782348,0.7505238468,0.8542585688,0.7831219134,0.7488902997,0.8920894799,0.4792009455,0.8781573873,0.7087154246,0.4658376588,0.5382404838
GLOVE + W2V + FT + UKB,,,,,0.706,0.639,0.5196114015,0.7611733863,0.7905705654,0.8545542546,0.8574893569,0.8557482266,0.8049381131,0.7590025014,0.8545971254,0.7833866257,0.755857527,0.8930948235,0.5085085864,0.8839435232,0.7117765526,0.4615514854,0.5721081423
GLOVE + W2V + FT + LEXVEC,,,,,0.665,0.601,0.4784831608,0.7411516255,0.7633765071,0.8391131873,0.8397458302,0.8393092197,0.776370576,0.7251909931,0.838208692,0.7489623036,0.7355356349,0.8441171048,0.4749173199,0.8367642616,0.6081441013,0.3820873675,0.5708527721
GLOVE + W2V + jointcHYB + UKB,,,,,0.708,0.644,0.542373595,0.7413861633,0.7813842318,0.8471951384,0.8530352143,0.8493378454,0.8061335879,0.7520806227,0.8581340374,0.8038482135,0.7417063076,0.8996732677,0.4777811147,0.8939579891,0.776101275,0.5146283866,0.5092512032
GLOVE + W2V + jointcHYB + LEXVEC,,,,,0.685,0.619,0.5128620704,0.7293681318,0.7795405502,0.8411445497,0.8449385317,0.8423228792,0.7901417254,0.7361889101,0.8480641312,0.7760517504,0.7380108044,0.8787577492,0.4751083737,0.8619116982,0.6908711546,0.4455255931,0.5282577054
GLOVE + W2V + UKB + LEXVEC,,,,,0.692,0.625,0.5119030791,0.7579495069,0.7834495417,0.843968275,0.8455850985,0.8446039873,0.7945030804,0.7448479137,0.8500617584,0.7819742685,0.7402804599,0.8734469122,0.4902177064,0.8656949409,0.6960222753,0.4410190531,0.5579745146
GLOVE + FT + jointcHYB + UKB,,,,,0.718,0.656,0.5555610649,0.7465119818,0.7958945267,0.8592799841,0.8673299682,0.8621198336,0.8229915012,0.7735676549,0.8672456563,0.8089414115,0.7711263229,0.9017495208,0.4630619337,0.8937354454,0.8028389563,0.5255571347,0.5240688999
GLOVE + FT + jointcHYB + LEXVEC,,,,,0.694,0.632,0.5254198438,0.7336915975,0.7952217346,0.8532992263,0.8592875853,0.8552385776,0.8092387668,0.7580490136,0.8609056107,0.7860488268,0.7672643083,0.8762006796,0.4605360024,0.863469504,0.7158033448,0.4563768256,0.5431026887
GLOVE + FT + UKB + LEXVEC,,,,,0.703,0.638,0.5242511803,0.7647947616,0.7997388848,0.8568851853,0.8604249563,0.8580627801,0.8149037677,0.7696254723,0.8626421477,0.7922729158,0.7749943378,0.8803094752,0.4869939263,0.8567931934,0.7229788039,0.4520551889,0.574123626
GLOVE + jointcHYB + UKB + LEXVEC,,,,,0.706,0.643,0.5473173022,0.7435272091,0.7913056737,0.8495818476,0.8564860337,0.8518864325,0.8130505363,0.7589548832,0.8647287178,0.8042486327,0.7590039925,0.8824075837,0.4511643146,0.8821631737,0.7853968184,0.5044814408,0.5151683591
W2V + FT + jointcHYB + UKB,,,,,0.713,0.657,0.561800936,0.7413117915,0.7793518736,0.8468890822,0.8537838264,0.8493907867,0.8003508673,0.7498631919,0.8527816875,0.7852647424,0.7403952178,0.9028641409,0.4847354701,0.8875042221,0.7721127811,0.5437376621,0.5239425248
W2V + FT + jointcHYB + LEXVEC,,,,,0.697,0.635,0.5316418591,0.7323564581,0.7856786148,0.8452057172,0.8498410685,0.8467606411,0.7901571394,0.7351548089,0.8519252541,0.7666829467,0.7408970021,0.893794193,0.4848963575,0.8799377368,0.6935848624,0.4741955693,0.5492669318
W2V + FT + UKB + LEXVEC,,,,,0.705,0.642,0.5314343835,0.763811175,0.7899299918,0.8481565634,0.850437453,0.8490524308,0.7914640591,0.7416968673,0.8491027539,0.7634075513,0.7441679762,0.8894449891,0.5140310446,0.8852787853,0.6929009642,0.4703075186,0.5789107072
W2V + jointcHYB + UKB + LEXVEC,,,,,0.706,0.646,0.5554759744,0.7401325029,0.7771623242,0.8402383292,0.8464943531,0.8424025033,0.7944309209,0.7356681101,0.8550676617,0.7855512348,0.7348148355,0.8894012785,0.472487921,0.8941805327,0.7603962384,0.524646673,0.5141342051
FT + jointcHYB + UKB + LEXVEC,,,,,0.718,0.661,0.5682894768,0.7443288004,0.7938114777,0.8535238885,0.8602058968,0.8558942798,0.8176226408,0.7665089209,0.8667614918,0.7952350126,0.7755403752,0.8985367923,0.4662575586,0.8992990375,0.7792143793,0.536643455,0.5372496247
GLOVE + W2V + FT + jointcHYB + UKB,,,,,0.713,0.650,0.5431783593,0.7490073726,0.7935274285,0.8556159148,0.8617008104,0.8577640371,0.8125519671,0.7649356474,0.8592479746,0.7970561659,0.7605828506,0.9007004666,0.4940528585,0.8830533484,0.761405672,0.5065695823,0.5399166152
GLOVE + W2V + FT + jointcHYB + LEXVEC,,,,,0.691,0.627,0.516053342,0.7364971671,0.7870151265,0.8485384448,0.8528943843,0.849863584,0.7971496576,0.7468040072,0.8535434398,0.7734867221,0.7505959165,0.8863196817,0.4788892263,0.8672527467,0.6836054209,0.4469000516,0.5508135803
GLOVE + W2V + FT + UKB + LEXVEC,,,,,0.697,0.631,0.5143273502,0.7627636236,0.7905090478,0.8507096295,0.8532570106,0.8515960316,0.8012517021,0.7554105184,0.8536876133,0.7769363585,0.7569833541,0.8748456512,0.4973731711,0.8701458146,0.6910188766,0.4428774066,0.5740258926
GLOVE + W2V + jointcHYB + UKB + LEXVEC,,,,,0.706,0.640,0.5371027054,0.7478435676,0.7893112419,0.8478197848,0.8528533609,0.8496620334,0.8037800139,0.750654328,0.8605806825,0.7942012944,0.7484627704,0.8876091442,0.4902257508,0.8899522027,0.7474103807,0.4899243687,0.5319561382
GLOVE + FT + jointcHYB + UKB + LEXVEC,,,,,0.713,0.650,0.5468443001,0.7493056214,0.8010463986,0.8579039702,0.8643332509,0.8600905087,0.819607369,0.7716393075,0.8669243145,0.8016517719,0.7745608081,0.8959141567,0.4778193254,0.8794926494,0.7688656328,0.498574559,0.5438552236
W2V + FT + jointcHYB + UKB + LEXVEC,,,,,0.714,0.653,0.55341083,0.7484915925,0.7914227914,0.8506477481,0.8560633398,0.8526055974,0.8033302786,0.7521304905,0.858618202,0.7823059965,0.7525505504,0.9043503011,0.4930151351,0.896851057,0.7460699404,0.5144508313,0.5460540952
GLOVE + W2V + FT + jointcHYB + UKB + LEXVEC,,,,,0.708,0.644,0.5368604089,0.7528518634,0.7965699503,0.8538984469,0.8589503293,0.8556598671,0.8084686104,0.7595454232,0.8604917396,0.7892203478,0.7591990059,0.8938160483,0.4914324059,0.8788250184,0.7378412781,0.4852412834,0.5515106589
Mean. No mapping,,,,,,,,,,,,,,,,,,,,,,,
GLOVE + W2V,,,,,0.605,0.530,0.4107697905,0.6718553517,0.6939266893,0.7908892879,0.7844380507,0.7887553178,0.680450502,0.6060031487,0.7875342327,0.6856424599,0.6300506591,0.8125143465,0.4757539341,0.8047179707,0.5318921955,0.3042168459,0.4749925117
GLOVE + FT,,,,,0.627,0.561,0.4434640951,0.6913940763,0.7370549408,0.8233287566,0.8234256257,0.8235327121,0.7213730064,0.6552031919,0.8048443721,0.7163658365,0.6762785757,0.8131918606,0.4060957471,0.8200734851,0.6035510414,0.336961524,0.5012134703
GLOVE + jointcHYB,,,,,0.642,0.573,0.4776977207,0.6728782817,0.7498466316,0.7989550747,0.7963965007,0.7984887962,0.7155894675,0.6245172338,0.8230374842,0.7257832266,0.6631781783,0.8452535802,0.4136192416,0.8180705919,0.7127039185,0.4242307779,0.4296936749
GLOVE + UKB,,,,,0.651,0.581,0.4840769359,0.6667140496,0.7346502696,0.8015258498,0.8074781427,0.8038352792,0.7282081104,0.6362031768,0.8161379595,0.7742925866,0.6030840618,0.8649014914,0.4119842239,0.8512296012,0.7188124965,0.4112828321,0.4869033451
GLOVE + LEXVEC,,,,,0.596,0.524,0.4158102333,0.6783221477,0.714463639,0.7951133515,0.7858392857,0.7920434265,0.6820077294,0.6025648936,0.7720323585,0.7118171415,0.6181383431,0.7788134797,0.3700187711,0.7793479905,0.599398412,0.2810753708,0.4692479871
W2V + FT,,,,,0.646,0.591,0.4648479349,0.6927490143,0.7122242628,0.8088765642,0.8135199772,0.8106600703,0.7579801251,0.7016402579,0.803674487,0.7458594738,0.7094300966,0.8104599486,0.4810390834,0.8518972323,0.5559353181,0.3984817405,0.5686135437
W2V + jointcHYB,,,,,0.660,0.600,0.5203304735,0.656746447,0.715100992,0.7931421633,0.7952941272,0.7940384431,0.7490975455,0.6821764345,0.8105740117,0.7439662785,0.6825572558,0.8635683184,0.4028719669,0.8814955426,0.7299326801,0.4933501093,0.4502072832
W2V + UKB,,,,,0.662,0.618,0.5309206747,0.706090827,0.7184370806,0.8006945894,0.8008647959,0.8009380193,0.7197774486,0.6324488421,0.7870220942,0.7445292109,0.6347032278,0.8289276739,0.4016307375,0.8525648633,0.6968101259,0.5039034828,0.51840438
W2V + LEXVEC,,,,,0.620,0.560,0.4611097463,0.7062354454,0.688268132,0.7843397138,0.792417419,0.7869156042,0.7061609853,0.6263852149,0.7852912954,0.6982816328,0.6324073205,0.7991826158,0.4246058361,0.8031601649,0.5555003589,0.3501911947,0.5356542156
FT + jointcHYB,,,,,0.677,0.624,0.5525663339,0.6761019073,0.7411974477,0.8107341961,0.8152539667,0.812181143,0.7816052115,0.7015971391,0.8476997525,0.7825841119,0.698165825,0.892395454,0.3368679337,0.8966285133,0.7584266118,0.5253586407,0.4726588618
FT + UKB,,,,,0.707,0.648,0.5464922928,0.703186454,0.7656478008,0.8307299648,0.8279448895,0.8301781987,0.7812306366,0.7241527675,0.8347212724,0.755621995,0.7481972522,0.8950180896,0.5183870694,0.9033048239,0.7473228418,0.5206508213,0.5642117443
FT + LEXVEC,,,,,0.660,0.604,0.495522821,0.7436254408,0.7439989263,0.8246461982,0.8313763767,0.8268352631,0.7397368579,0.6729786334,0.7906171059,0.6948571273,0.73663221,0.8078154578,0.4961645049,0.8131746308,0.6109152565,0.3937355222,0.5909000663
jointcHYB + UKB,,,,,0.626,0.582,0.5327404533,0.5751800897,0.6748200443,0.7465792667,0.7472746708,0.7474240338,0.7344802608,0.6307207159,0.8058916022,0.7498402101,0.6422449944,0.8314628883,0.2710569653,0.8774897562,0.7498833564,0.5372219018,0.3592741889
jointcHYB + LEXVEC,,,,,0.660,0.608,0.5186548415,0.6733257818,0.7425483603,0.8027255048,0.8100384277,0.8051113621,0.7780463414,0.7269479902,0.836444181,0.7649907987,0.7361934299,0.8488815593,0.3801727737,0.8234116404,0.730490741,0.4919486442,0.4697806948
UKB + LEXVEC,,,,,0.677,0.627,0.5407230406,0.6959462417,0.7642207866,0.8211529617,0.8224061992,0.8218916403,0.7781232752,0.7151844334,0.8227104041,0.7810762572,0.7290971938,0.8238353899,0.4166720789,0.8830533484,0.7054245068,0.4906674796,0.5295083369
GLOVE + W2V + FT,,,,,0.629,0.565,0.4332086171,0.7007344679,0.7087411552,0.8124800995,0.8119180547,0.8125005034,0.7267354557,0.6647781887,0.8006116976,0.7187918071,0.6821447276,0.797281205,0.4821411617,0.8147324366,0.5640080516,0.3503222215,0.5240728477
GLOVE + W2V + jointcHYB,,,,,0.643,0.575,0.4693054422,0.6764199547,0.7324456255,0.8041414651,0.7956639558,0.8013786822,0.7224849999,0.6455067126,0.8196949553,0.7186946342,0.6788572524,0.8357902369,0.4680031863,0.8327584752,0.6571549768,0.4077574765,0.4739828642
GLOVE + W2V + UKB,,,,,0.652,0.585,0.4809314022,0.6850194202,0.7188210058,0.8060995435,0.8066951934,0.8061939141,0.7297471955,0.6512793817,0.809394802,0.7603650357,0.6370643895,0.8523784067,0.4819239638,0.8429954848,0.6559020754,0.4074873762,0.5158852283
GLOVE + W2V + LEXVEC,,,,,0.605,0.534,0.4254238823,0.6871289912,0.6931042991,0.789611227,0.787256954,0.7885697759,0.6883543583,0.6046934622,0.7839879961,0.7050468741,0.6199197151,0.7912928539,0.433058455,0.7724491362,0.5752267165,0.3004794987,0.4967250018
GLOVE + FT + jointcHYB,,,,,0.659,0.598,0.4983037935,0.6918314233,0.7573451001,0.8248801579,0.8221133152,0.8241129044,0.7467535201,0.667868119,0.8409494222,0.745949945,0.6852514404,0.8531214868,0.3916862743,0.8607989798,0.70130744,0.4376083229,0.4863719692
GLOVE + FT + UKB,,,,,0.668,0.605,0.4992950421,0.7025389368,0.7543264444,0.8303438822,0.8291631068,0.8303857293,0.7511332902,0.6802210909,0.8274559344,0.7561815767,0.6806161228,0.8462807791,0.4792813892,0.8314232131,0.6973189461,0.4255951814,0.5314400575
GLOVE + FT + LEXVEC,,,,,0.631,0.566,0.4481040545,0.7133246295,0.7309056567,0.8183598013,0.8166334746,0.8178309324,0.7116632521,0.6387963035,0.7770805813,0.7069735773,0.6770728801,0.7942651741,0.4512668802,0.7837988642,0.6255944459,0.3365144039,0.5318705673
GLOVE + jointcHYB + UKB,,,,,0.657,0.593,0.5015023531,0.6614765465,0.7323446759,0.7973567018,0.8003605415,0.7988704105,0.7386217271,0.6400137533,0.829881061,0.7531759197,0.6544888331,0.8586071661,0.4265988281,0.8534550381,0.7357594922,0.4622734978,0.4601677797
GLOVE + jointcHYB + LEXVEC,,,,,0.638,0.573,0.4607358571,0.684617863,0.7467592972,0.8056564963,0.8028154501,0.8046839233,0.7278020254,0.6541525932,0.8171349799,0.7336022907,0.6921039098,0.8214750179,0.3871492511,0.8125069998,0.6971575462,0.3920919965,0.4801827056
GLOVE + UKB + LEXVEC,,,,,0.649,0.579,0.4800624664,0.6800842271,0.7475580439,0.8126100428,0.8095775914,0.8117626013,0.7344409755,0.6548608662,0.8023869678,0.7633740434,0.6557316682,0.8402924279,0.4022424952,0.8518972323,0.697461197,0.3827828483,0.5105188157
W2V + FT + jointcHYB,,,,,0.665,0.611,0.5159693709,0.667997408,0.7251618205,0.8071242517,0.8112192528,0.8086172185,0.7752603559,0.711470593,0.8197803117,0.779829764,0.7055845832,0.8560500965,0.3780148721,0.8992990375,0.6947666383,0.4824984735,0.507014359
W2V + FT + UKB,,,,,0.673,0.625,0.515935934,0.6987662795,0.7358510866,0.818875843,0.8190094034,0.8192745041,0.7664287927,0.7033012688,0.8075449346,0.7593497469,0.7120057731,0.8435051565,0.4731556035,0.8567931934,0.6544166487,0.4837101217,0.5553508391
W2V + FT + LEXVEC,,,,,0.643,0.587,0.4734552598,0.7319587084,0.7063011104,0.8045615051,0.8170111477,0.8087368049,0.7381198841,0.6685100266,0.7857768946,0.7159972498,0.695713157,0.7952705178,0.4830944192,0.8162902424,0.5655755461,0.3830025411,0.5719166119
W2V + jointcHYB + UKB,,,,,0.654,0.609,0.5380129257,0.6517648033,0.7138236414,0.7887043147,0.7911097545,0.7897894157,0.7426595237,0.6531124929,0.7974958295,0.7502640848,0.6648237911,0.8386314254,0.3470842801,0.8681429214,0.7270767215,0.5212809111,0.459197767
W2V + jointcHYB + LEXVEC,,,,,0.650,0.593,0.4958865155,0.6860969234,0.719647114,0.7945764971,0.801505979,0.7968296762,0.7604152707,0.6985349549,0.8234671354,0.7496575921,0.6982115782,0.8328834825,0.3920643595,0.8276399704,0.6901106599,0.4493890408,0.4958146947
W2V + UKB + LEXVEC,,,,,0.654,0.606,0.5163626987,0.7084795457,0.7290997183,0.8034016391,0.8072348114,0.804878721,0.7394467193,0.655584887,0.7976450239,0.7544425176,0.6703006662,0.8024609102,0.4076583654,0.8327584752,0.6600902676,0.4545093489,0.5331041205
FT + jointcHYB + UKB,,,,,0.678,0.623,0.5470488026,0.6441339485,0.7333494588,0.8000205558,0.7995743991,0.8001738979,0.7728905494,0.6860113825,0.8442080292,0.771471223,0.7004962347,0.8916086634,0.3523231743,0.9280071731,0.7726735776,0.531727843,0.4832067154
FT + jointcHYB + LEXVEC,,,,,0.675,0.620,0.5227828028,0.7163228552,0.7540456027,0.811388143,0.8186069242,0.8134300002,0.7741606391,0.7127244125,0.8299370089,0.7516982221,0.7354036258,0.8665624939,0.3995898651,0.8481139896,0.7166759988,0.4815414563,0.5275280244
FT + UKB + LEXVEC,,,,,0.689,0.636,0.5326390054,0.7156608697,0.7707378146,0.8306259905,0.8327801265,0.8316754637,0.770766822,0.7117364297,0.8106916458,0.7419675333,0.760077316,0.8413196268,0.5270206866,0.8423278538,0.6904717581,0.4786775342,0.5774038126
jointcHYB + UKB + LEXVEC,,,,,0.660,0.611,0.5288742468,0.6446162232,0.7398467709,0.7984683127,0.8071003429,0.8015565598,0.7804956734,0.7127750302,0.8315939277,0.7827298712,0.7239555916,0.8389811102,0.3495237345,0.8690330962,0.7477906281,0.5139754275,0.4499271315
GLOVE + W2V + FT + jointcHYB,,,,,0.654,0.591,0.4767721963,0.6881455755,0.7322529036,0.8172528628,0.8121568366,0.8157727672,0.746183337,0.6770224263,0.8248428802,0.7495151836,0.6874250893,0.8395274926,0.4280689362,0.8812729989,0.661241952,0.4220037974,0.507786289
GLOVE + W2V + FT + UKB,,,,,0.660,0.598,0.4814514902,0.7068169671,0.7278313354,0.8203414262,0.8199776152,0.8203919616,0.7506172608,0.6860698741,0.8083812841,0.7616433613,0.6834123144,0.8299548728,0.4948331621,0.8510070575,0.6415347435,0.4193866093,0.5386328386
GLOVE + W2V + FT + LEXVEC,,,,,0.627,0.563,0.4404416204,0.7163299624,0.7053302742,0.8081414915,0.8095421619,0.8086447711,0.7121631854,0.6390928858,0.7770246334,0.7116596545,0.6652655713,0.7858945957,0.4842709079,0.7753422041,0.5865137712,0.341105132,0.5371630358
GLOVE + W2V + jointcHYB + UKB,,,,,0.659,0.595,0.4967769241,0.6746083787,0.7302678062,0.803609851,0.8019394104,0.8033486754,0.7433022755,0.6602859603,0.8231106468,0.7503093204,0.6737839048,0.8508048254,0.4554157626,0.8665851156,0.6841197122,0.4494979579,0.4923688785
GLOVE + W2V + jointcHYB + LEXVEC,,,,,0.635,0.568,0.4545751667,0.6856575457,0.7230015308,0.800179427,0.7951356755,0.7984402271,0.7291587338,0.6531818579,0.8219565419,0.7264349549,0.6848261612,0.8179563152,0.4242900947,0.8089463008,0.6635425853,0.379979114,0.4970317375
GLOVE + W2V + UKB + LEXVEC,,,,,0.639,0.576,0.4739285447,0.6860192518,0.7231750604,0.8037916896,0.8040904819,0.8036692608,0.725820571,0.642516518,0.7927187389,0.7552885916,0.6416442032,0.8132574265,0.4216374646,0.8303104947,0.6521597849,0.3807657082,0.5211844596
GLOVE + FT + jointcHYB + UKB,,,,,0.677,0.612,0.5142036172,0.6888958934,0.7507351083,0.8223803479,0.820286902,0.8219390425,0.758710587,0.670097923,0.8457738534,0.7608274444,0.6766280997,0.879260421,0.4500763139,0.8763770378,0.7386236576,0.4680109333,0.5001326308
GLOVE + FT + jointcHYB + LEXVEC,,,,,0.657,0.593,0.4771302097,0.7118922737,0.7519103573,0.8178532522,0.8156283267,0.8172018678,0.7440020457,0.6703457624,0.8199746949,0.7406959092,0.701683566,0.8368392911,0.4125292298,0.8374318927,0.7041032156,0.4132832626,0.5181222329
GLOVE + FT + UKB + LEXVEC,,,,,0.664,0.600,0.4905099894,0.710226903,0.7529380375,0.826884309,0.8254616577,0.8267493933,0.7430792493,0.6738256365,0.7951488865,0.7405551761,0.6997199315,0.829452201,0.4906420468,0.8211862035,0.6848966205,0.4059745958,0.5460011406
GLOVE + jointcHYB + UKB + LEXVEC,,,,,0.655,0.593,0.4860190212,0.6676768222,0.7495247476,0.8086773145,0.8107141641,0.8093045183,0.7540293565,0.6703990047,0.8323750466,0.7611524709,0.6987238632,0.842215694,0.4056251516,0.8389896985,0.7189957812,0.4320640204,0.4976658365
W2V + FT + jointcHYB + UKB,,,,,0.672,0.622,0.5332651994,0.6679908084,0.7295029668,0.8048907125,0.8064494372,0.805813131,0.770952609,0.6955833797,0.8147213297,0.7752291319,0.704939539,0.8563342153,0.3912579117,0.8937354454,0.7202322691,0.5125512033,0.5056822912
W2V + FT + jointcHYB + LEXVEC,,,,,0.662,0.606,0.500235618,0.7085968146,0.7269490379,0.8037693592,0.8114409171,0.8062225416,0.7681338856,0.7085925072,0.8146876175,0.7588119454,0.7120417755,0.8424779575,0.4007804314,0.8583509992,0.6787360662,0.4532735943,0.5347577511
W2V + FT + UKB + LEXVEC,,,,,0.663,0.617,0.5093322541,0.7178742567,0.7362956654,0.8173639058,0.8218217706,0.8192288243,0.7588944642,0.695380159,0.7930630337,0.7476890041,0.7196300453,0.8024390549,0.4821833946,0.8078335823,0.6360608229,0.4537891162,0.56512077
